CurrPricePershare,ActualInvestedAmount,VirtualInvestedAmount,CurrentPortfolioVAlue,tax,profit_loss,PAT 
605, 1811975, 4017043.75, 9059875, 1008566.25, 7247900, 6239333.75
606, 1811975, 4017043.75, 9074850, 1011561.25, 7262875, 6251313.75
607, 1811975, 4017043.75, 9089825, 1014556.25, 7277850, 6263293.75
608, 1811975, 4017043.75, 9104800, 1017551.25, 7292825, 6275273.75
609, 1811975, 4017043.75, 9119775, 1020546.25, 7307800, 6287253.75
610, 1811975, 4017043.75, 9134750, 1023541.25, 7322775, 6299233.75
611, 1811975, 4017043.75, 9149725, 1026536.25, 7337750, 6311213.75
612, 1811975, 4017043.75, 9164700, 1029531.25, 7352725, 6323193.75
613, 1811975, 4017043.75, 9179675, 1032526.25, 7367700, 6335173.75
614, 1811975, 4017043.75, 9194650, 1035521.25, 7382675, 6347153.75
615, 1811975, 4017043.75, 9209625, 1038516.25, 7397650, 6359133.75
616, 1811975, 4017043.75, 9224600, 1041511.25, 7412625, 6371113.75
617, 1811975, 4017043.75, 9239575, 1044506.25, 7427600, 6383093.75
618, 1811975, 4017043.75, 9254550, 1047501.25, 7442575, 6395073.75
619, 1811975, 4017043.75, 9269525, 1050496.25, 7457550, 6407053.75
620, 1811975, 4017043.75, 9284500, 1053491.25, 7472525, 6419033.75
621, 1811975, 4017043.75, 9299475, 1056486.25, 7487500, 6431013.75
622, 1811975, 4017043.75, 9314450, 1059481.25, 7502475, 6442993.75
623, 1811975, 4017043.75, 9329425, 1062476.25, 7517450, 6454973.75
624, 1811975, 4017043.75, 9344400, 1065471.25, 7532425, 6466953.75
625, 1811975, 4017043.75, 9359375, 1068466.25, 7547400, 6478933.75
626, 1811975, 4017043.75, 9374350, 1071461.25, 7562375, 6490913.75
627, 1811975, 4017043.75, 9389325, 1074456.25, 7577350, 6502893.75
628, 1811975, 4017043.75, 9404300, 1077451.25, 7592325, 6514873.75
629, 1811975, 4017043.75, 9419275, 1080446.25, 7607300, 6526853.75
630, 1811975, 4017043.75, 9434250, 1083441.25, 7622275, 6538833.75
631, 1811975, 4017043.75, 9449225, 1086436.25, 7637250, 6550813.75
632, 1811975, 4017043.75, 9464200, 1089431.25, 7652225, 6562793.75
633, 1811975, 4017043.75, 9479175, 1092426.25, 7667200, 6574773.75
634, 1811975, 4017043.75, 9494150, 1095421.25, 7682175, 6586753.75
635, 1811975, 4017043.75, 9509125, 1098416.25, 7697150, 6598733.75
636, 1811975, 4017043.75, 9524100, 1101411.25, 7712125, 6610713.75
637, 1811975, 4017043.75, 9539075, 1104406.25, 7727100, 6622693.75
638, 1811975, 4017043.75, 9554050, 1107401.25, 7742075, 6634673.75
639, 1811975, 4017043.75, 9569025, 1110396.25, 7757050, 6646653.75
640, 1811975, 4017043.75, 9584000, 1113391.25, 7772025, 6658633.75
641, 1811975, 4017043.75, 9598975, 1116386.25, 7787000, 6670613.75
642, 1811975, 4017043.75, 9613950, 1119381.25, 7801975, 6682593.75
643, 1811975, 4017043.75, 9628925, 1122376.25, 7816950, 6694573.75
644, 1811975, 4017043.75, 9643900, 1125371.25, 7831925, 6706553.75
645, 1811975, 4017043.75, 9658875, 1128366.25, 7846900, 6718533.75
646, 1811975, 4017043.75, 9673850, 1131361.25, 7861875, 6730513.75
647, 1811975, 4017043.75, 9688825, 1134356.25, 7876850, 6742493.75
648, 1811975, 4017043.75, 9703800, 1137351.25, 7891825, 6754473.75
649, 1811975, 4017043.75, 9718775, 1140346.25, 7906800, 6766453.75
650, 1811975, 4017043.75, 9733750, 1143341.25, 7921775, 6778433.75
651, 1811975, 4017043.75, 9748725, 1146336.25, 7936750, 6790413.75
652, 1811975, 4017043.75, 9763700, 1149331.25, 7951725, 6802393.75
653, 1811975, 4017043.75, 9778675, 1152326.25, 7966700, 6814373.75
654, 1811975, 4017043.75, 9793650, 1155321.25, 7981675, 6826353.75
655, 1811975, 4017043.75, 9808625, 1158316.25, 7996650, 6838333.75
656, 1811975, 4017043.75, 9823600, 1161311.25, 8011625, 6850313.75
657, 1811975, 4017043.75, 9838575, 1164306.25, 8026600, 6862293.75
658, 1811975, 4017043.75, 9853550, 1167301.25, 8041575, 6874273.75
659, 1811975, 4017043.75, 9868525, 1170296.25, 8056550, 6886253.75
660, 1811975, 4017043.75, 9883500, 1173291.25, 8071525, 6898233.75
661, 1811975, 4017043.75, 9898475, 1176286.25, 8086500, 6910213.75
662, 1811975, 4017043.75, 9913450, 1179281.25, 8101475, 6922193.75
663, 1811975, 4017043.75, 9928425, 1182276.25, 8116450, 6934173.75
664, 1811975, 4017043.75, 9943400, 1185271.25, 8131425, 6946153.75
665, 1811975, 4017043.75, 9958375, 1188266.25, 8146400, 6958133.75
666, 1811975, 4017043.75, 9973350, 1191261.25, 8161375, 6970113.75
667, 1811975, 4017043.75, 9988325, 1194256.25, 8176350, 6982093.75
668, 1811975, 4017043.75, 10003300, 1197251.25, 8191325, 6994073.75
669, 1811975, 4017043.75, 10018275, 1200246.25, 8206300, 7006053.75
670, 1811975, 4017043.75, 10033250, 1203241.25, 8221275, 7018033.75
671, 1811975, 4017043.75, 10048225, 1206236.25, 8236250, 7030013.75
672, 1811975, 4017043.75, 10063200, 1209231.25, 8251225, 7041993.75
673, 1811975, 4017043.75, 10078175, 1212226.25, 8266200, 7053973.75
674, 1811975, 4017043.75, 10093150, 1215221.25, 8281175, 7065953.75
675, 1811975, 4017043.75, 10108125, 1218216.25, 8296150, 7077933.75
676, 1811975, 4017043.75, 10123100, 1221211.25, 8311125, 7089913.75
677, 1811975, 4017043.75, 10138075, 1224206.25, 8326100, 7101893.75
678, 1811975, 4017043.75, 10153050, 1227201.25, 8341075, 7113873.75
679, 1811975, 4017043.75, 10168025, 1230196.25, 8356050, 7125853.75
680, 1811975, 4017043.75, 10183000, 1233191.25, 8371025, 7137833.75
681, 1811975, 4017043.75, 10197975, 1236186.25, 8386000, 7149813.75
682, 1811975, 4017043.75, 10212950, 1239181.25, 8400975, 7161793.75
683, 1811975, 4017043.75, 10227925, 1242176.25, 8415950, 7173773.75
684, 1811975, 4017043.75, 10242900, 1245171.25, 8430925, 7185753.75
685, 1811975, 4017043.75, 10257875, 1248166.25, 8445900, 7197733.75
686, 1811975, 4017043.75, 10272850, 1251161.25, 8460875, 7209713.75
687, 1811975, 4017043.75, 10287825, 1254156.25, 8475850, 7221693.75
688, 1811975, 4017043.75, 10302800, 1257151.25, 8490825, 7233673.75
689, 1811975, 4017043.75, 10317775, 1260146.25, 8505800, 7245653.75
690, 1811975, 4017043.75, 10332750, 1263141.25, 8520775, 7257633.75
691, 1811975, 4017043.75, 10347725, 1266136.25, 8535750, 7269613.75
692, 1811975, 4017043.75, 10362700, 1269131.25, 8550725, 7281593.75
693, 1811975, 4017043.75, 10377675, 1272126.25, 8565700, 7293573.75
694, 1811975, 4017043.75, 10392650, 1275121.25, 8580675, 7305553.75
695, 1811975, 4017043.75, 10407625, 1278116.25, 8595650, 7317533.75
696, 1811975, 4017043.75, 10422600, 1281111.25, 8610625, 7329513.75
697, 1811975, 4017043.75, 10437575, 1284106.25, 8625600, 7341493.75
698, 1811975, 4017043.75, 10452550, 1287101.25, 8640575, 7353473.75
699, 1811975, 4017043.75, 10467525, 1290096.25, 8655550, 7365453.75
700, 1811975, 4017043.75, 10482500, 1293091.25, 8670525, 7377433.75
701, 1811975, 4017043.75, 10497475, 1296086.25, 8685500, 7389413.75
702, 1811975, 4017043.75, 10512450, 1299081.25, 8700475, 7401393.75
703, 1811975, 4017043.75, 10527425, 1302076.25, 8715450, 7413373.75
704, 1811975, 4017043.75, 10542400, 1305071.25, 8730425, 7425353.75
705, 1811975, 4017043.75, 10557375, 1308066.25, 8745400, 7437333.75
706, 1811975, 4017043.75, 10572350, 1311061.25, 8760375, 7449313.75
707, 1811975, 4017043.75, 10587325, 1314056.25, 8775350, 7461293.75
708, 1811975, 4017043.75, 10602300, 1317051.25, 8790325, 7473273.75
709, 1811975, 4017043.75, 10617275, 1320046.25, 8805300, 7485253.75
710, 1811975, 4017043.75, 10632250, 1323041.25, 8820275, 7497233.75
711, 1811975, 4017043.75, 10647225, 1326036.25, 8835250, 7509213.75
712, 1811975, 4017043.75, 10662200, 1329031.25, 8850225, 7521193.75
713, 1811975, 4017043.75, 10677175, 1332026.25, 8865200, 7533173.75
714, 1811975, 4017043.75, 10692150, 1335021.25, 8880175, 7545153.75
715, 1811975, 4017043.75, 10707125, 1338016.25, 8895150, 7557133.75
716, 1811975, 4017043.75, 10722100, 1341011.25, 8910125, 7569113.75
717, 1811975, 4017043.75, 10737075, 1344006.25, 8925100, 7581093.75
718, 1811975, 4017043.75, 10752050, 1347001.25, 8940075, 7593073.75
719, 1811975, 4017043.75, 10767025, 1349996.25, 8955050, 7605053.75
720, 1811975, 4017043.75, 10782000, 1352991.25, 8970025, 7617033.75
721, 1811975, 4017043.75, 10796975, 1355986.25, 8985000, 7629013.75
722, 1811975, 4017043.75, 10811950, 1358981.25, 8999975, 7640993.75
723, 1811975, 4017043.75, 10826925, 1361976.25, 9014950, 7652973.75
724, 1811975, 4017043.75, 10841900, 1364971.25, 9029925, 7664953.75
725, 1811975, 4017043.75, 10856875, 1367966.25, 9044900, 7676933.75
726, 1811975, 4017043.75, 10871850, 1370961.25, 9059875, 7688913.75
727, 1811975, 4017043.75, 10886825, 1373956.25, 9074850, 7700893.75
728, 1811975, 4017043.75, 10901800, 1376951.25, 9089825, 7712873.75
729, 1811975, 4017043.75, 10916775, 1379946.25, 9104800, 7724853.75
730, 1811975, 4017043.75, 10931750, 1382941.25, 9119775, 7736833.75
731, 1811975, 4017043.75, 10946725, 1385936.25, 9134750, 7748813.75
732, 1811975, 4017043.75, 10961700, 1388931.25, 9149725, 7760793.75
733, 1811975, 4017043.75, 10976675, 1391926.25, 9164700, 7772773.75
734, 1811975, 4017043.75, 10991650, 1394921.25, 9179675, 7784753.75
735, 1811975, 4017043.75, 11006625, 1397916.25, 9194650, 7796733.75
736, 1811975, 4017043.75, 11021600, 1400911.25, 9209625, 7808713.75
737, 1811975, 4017043.75, 11036575, 1403906.25, 9224600, 7820693.75
738, 1811975, 4017043.75, 11051550, 1406901.25, 9239575, 7832673.75
739, 1811975, 4017043.75, 11066525, 1409896.25, 9254550, 7844653.75
740, 1811975, 4017043.75, 11081500, 1412891.25, 9269525, 7856633.75
741, 1811975, 4017043.75, 11096475, 1415886.25, 9284500, 7868613.75
742, 1811975, 4017043.75, 11111450, 1418881.25, 9299475, 7880593.75
743, 1811975, 4017043.75, 11126425, 1421876.25, 9314450, 7892573.75
744, 1811975, 4017043.75, 11141400, 1424871.25, 9329425, 7904553.75
745, 1811975, 4017043.75, 11156375, 1427866.25, 9344400, 7916533.75
746, 1811975, 4017043.75, 11171350, 1430861.25, 9359375, 7928513.75
747, 1811975, 4017043.75, 11186325, 1433856.25, 9374350, 7940493.75
748, 1811975, 4017043.75, 11201300, 1436851.25, 9389325, 7952473.75
749, 1811975, 4017043.75, 11216275, 1439846.25, 9404300, 7964453.75
750, 1811975, 4017043.75, 11231250, 1442841.25, 9419275, 7976433.75
751, 1811975, 4017043.75, 11246225, 1445836.25, 9434250, 7988413.75
752, 1811975, 4017043.75, 11261200, 1448831.25, 9449225, 8000393.75
753, 1811975, 4017043.75, 11276175, 1451826.25, 9464200, 8012373.75
754, 1811975, 4017043.75, 11291150, 1454821.25, 9479175, 8024353.75
755, 1811975, 4017043.75, 11306125, 1457816.25, 9494150, 8036333.75
756, 1811975, 4017043.75, 11321100, 1460811.25, 9509125, 8048313.75
757, 1811975, 4017043.75, 11336075, 1463806.25, 9524100, 8060293.75
758, 1811975, 4017043.75, 11351050, 1466801.25, 9539075, 8072273.75
759, 1811975, 4017043.75, 11366025, 1469796.25, 9554050, 8084253.75
760, 1811975, 4017043.75, 11381000, 1472791.25, 9569025, 8096233.75
761, 1811975, 4017043.75, 11395975, 1475786.25, 9584000, 8108213.75
762, 1811975, 4017043.75, 11410950, 1478781.25, 9598975, 8120193.75
763, 1811975, 4017043.75, 11425925, 1481776.25, 9613950, 8132173.75
764, 1811975, 4017043.75, 11440900, 1484771.25, 9628925, 8144153.75
765, 1811975, 4017043.75, 11455875, 1487766.25, 9643900, 8156133.75
766, 1811975, 4017043.75, 11470850, 1490761.25, 9658875, 8168113.75
767, 1811975, 4017043.75, 11485825, 1493756.25, 9673850, 8180093.75
768, 1811975, 4017043.75, 11500800, 1496751.25, 9688825, 8192073.75
769, 1811975, 4017043.75, 11515775, 1499746.25, 9703800, 8204053.75
770, 1811975, 4017043.75, 11530750, 1502741.25, 9718775, 8216033.75
771, 1811975, 4017043.75, 11545725, 1505736.25, 9733750, 8228013.75
772, 1811975, 4017043.75, 11560700, 1508731.25, 9748725, 8239993.75
773, 1811975, 4017043.75, 11575675, 1511726.25, 9763700, 8251973.75
774, 1811975, 4017043.75, 11590650, 1514721.25, 9778675, 8263953.75
775, 1811975, 4017043.75, 11605625, 1517716.25, 9793650, 8275933.75
776, 1811975, 4017043.75, 11620600, 1520711.25, 9808625, 8287913.75
777, 1811975, 4017043.75, 11635575, 1523706.25, 9823600, 8299893.75
778, 1811975, 4017043.75, 11650550, 1526701.25, 9838575, 8311873.75
779, 1811975, 4017043.75, 11665525, 1529696.25, 9853550, 8323853.75
780, 1811975, 4017043.75, 11680500, 1532691.25, 9868525, 8335833.75
781, 1811975, 4017043.75, 11695475, 1535686.25, 9883500, 8347813.75
782, 1811975, 4017043.75, 11710450, 1538681.25, 9898475, 8359793.75
783, 1811975, 4017043.75, 11725425, 1541676.25, 9913450, 8371773.75
784, 1811975, 4017043.75, 11740400, 1544671.25, 9928425, 8383753.75
785, 1811975, 4017043.75, 11755375, 1547666.25, 9943400, 8395733.75
786, 1811975, 4017043.75, 11770350, 1550661.25, 9958375, 8407713.75
787, 1811975, 4017043.75, 11785325, 1553656.25, 9973350, 8419693.75
788, 1811975, 4017043.75, 11800300, 1556651.25, 9988325, 8431673.75
789, 1811975, 4017043.75, 11815275, 1559646.25, 10003300, 8443653.75
790, 1811975, 4017043.75, 11830250, 1562641.25, 10018275, 8455633.75
791, 1811975, 4017043.75, 11845225, 1565636.25, 10033250, 8467613.75
792, 1811975, 4017043.75, 11860200, 1568631.25, 10048225, 8479593.75
793, 1811975, 4017043.75, 11875175, 1571626.25, 10063200, 8491573.75
794, 1811975, 4017043.75, 11890150, 1574621.25, 10078175, 8503553.75
795, 1811975, 4017043.75, 11905125, 1577616.25, 10093150, 8515533.75
796, 1811975, 4017043.75, 11920100, 1580611.25, 10108125, 8527513.75
797, 1811975, 4017043.75, 11935075, 1583606.25, 10123100, 8539493.75
798, 1811975, 4017043.75, 11950050, 1586601.25, 10138075, 8551473.75
799, 1811975, 4017043.75, 11965025, 1589596.25, 10153050, 8563453.75
800, 1811975, 4017043.75, 11980000, 1592591.25, 10168025, 8575433.75
801, 1811975, 4017043.75, 11994975, 1595586.25, 10183000, 8587413.75
802, 1811975, 4017043.75, 12009950, 1598581.25, 10197975, 8599393.75
803, 1811975, 4017043.75, 12024925, 1601576.25, 10212950, 8611373.75
804, 1811975, 4017043.75, 12039900, 1604571.25, 10227925, 8623353.75
805, 1811975, 4017043.75, 12054875, 1607566.25, 10242900, 8635333.75
806, 1811975, 4017043.75, 12069850, 1610561.25, 10257875, 8647313.75
807, 1811975, 4017043.75, 12084825, 1613556.25, 10272850, 8659293.75
808, 1811975, 4017043.75, 12099800, 1616551.25, 10287825, 8671273.75
809, 1811975, 4017043.75, 12114775, 1619546.25, 10302800, 8683253.75
810, 1811975, 4017043.75, 12129750, 1622541.25, 10317775, 8695233.75
811, 1811975, 4017043.75, 12144725, 1625536.25, 10332750, 8707213.75
812, 1811975, 4017043.75, 12159700, 1628531.25, 10347725, 8719193.75
813, 1811975, 4017043.75, 12174675, 1631526.25, 10362700, 8731173.75
814, 1811975, 4017043.75, 12189650, 1634521.25, 10377675, 8743153.75
815, 1811975, 4017043.75, 12204625, 1637516.25, 10392650, 8755133.75
816, 1811975, 4017043.75, 12219600, 1640511.25, 10407625, 8767113.75
817, 1811975, 4017043.75, 12234575, 1643506.25, 10422600, 8779093.75
818, 1811975, 4017043.75, 12249550, 1646501.25, 10437575, 8791073.75
819, 1811975, 4017043.75, 12264525, 1649496.25, 10452550, 8803053.75
820, 1811975, 4017043.75, 12279500, 1652491.25, 10467525, 8815033.75
821, 1811975, 4017043.75, 12294475, 1655486.25, 10482500, 8827013.75
822, 1811975, 4017043.75, 12309450, 1658481.25, 10497475, 8838993.75
823, 1811975, 4017043.75, 12324425, 1661476.25, 10512450, 8850973.75
824, 1811975, 4017043.75, 12339400, 1664471.25, 10527425, 8862953.75
825, 1811975, 4017043.75, 12354375, 1667466.25, 10542400, 8874933.75
826, 1811975, 4017043.75, 12369350, 1670461.25, 10557375, 8886913.75
827, 1811975, 4017043.75, 12384325, 1673456.25, 10572350, 8898893.75
828, 1811975, 4017043.75, 12399300, 1676451.25, 10587325, 8910873.75
829, 1811975, 4017043.75, 12414275, 1679446.25, 10602300, 8922853.75
830, 1811975, 4017043.75, 12429250, 1682441.25, 10617275, 8934833.75
831, 1811975, 4017043.75, 12444225, 1685436.25, 10632250, 8946813.75
832, 1811975, 4017043.75, 12459200, 1688431.25, 10647225, 8958793.75
833, 1811975, 4017043.75, 12474175, 1691426.25, 10662200, 8970773.75
834, 1811975, 4017043.75, 12489150, 1694421.25, 10677175, 8982753.75
835, 1811975, 4017043.75, 12504125, 1697416.25, 10692150, 8994733.75
836, 1811975, 4017043.75, 12519100, 1700411.25, 10707125, 9006713.75
837, 1811975, 4017043.75, 12534075, 1703406.25, 10722100, 9018693.75
838, 1811975, 4017043.75, 12549050, 1706401.25, 10737075, 9030673.75
839, 1811975, 4017043.75, 12564025, 1709396.25, 10752050, 9042653.75
840, 1811975, 4017043.75, 12579000, 1712391.25, 10767025, 9054633.75
841, 1811975, 4017043.75, 12593975, 1715386.25, 10782000, 9066613.75
842, 1811975, 4017043.75, 12608950, 1718381.25, 10796975, 9078593.75
843, 1811975, 4017043.75, 12623925, 1721376.25, 10811950, 9090573.75
844, 1811975, 4017043.75, 12638900, 1724371.25, 10826925, 9102553.75
845, 1811975, 4017043.75, 12653875, 1727366.25, 10841900, 9114533.75
846, 1811975, 4017043.75, 12668850, 1730361.25, 10856875, 9126513.75
847, 1811975, 4017043.75, 12683825, 1733356.25, 10871850, 9138493.75
848, 1811975, 4017043.75, 12698800, 1736351.25, 10886825, 9150473.75
849, 1811975, 4017043.75, 12713775, 1739346.25, 10901800, 9162453.75
850, 1811975, 4017043.75, 12728750, 1742341.25, 10916775, 9174433.75
851, 1811975, 4017043.75, 12743725, 1745336.25, 10931750, 9186413.75
852, 1811975, 4017043.75, 12758700, 1748331.25, 10946725, 9198393.75
853, 1811975, 4017043.75, 12773675, 1751326.25, 10961700, 9210373.75
854, 1811975, 4017043.75, 12788650, 1754321.25, 10976675, 9222353.75
855, 1811975, 4017043.75, 12803625, 1757316.25, 10991650, 9234333.75
856, 1811975, 4017043.75, 12818600, 1760311.25, 11006625, 9246313.75
857, 1811975, 4017043.75, 12833575, 1763306.25, 11021600, 9258293.75
858, 1811975, 4017043.75, 12848550, 1766301.25, 11036575, 9270273.75
859, 1811975, 4017043.75, 12863525, 1769296.25, 11051550, 9282253.75
860, 1811975, 4017043.75, 12878500, 1772291.25, 11066525, 9294233.75
861, 1811975, 4017043.75, 12893475, 1775286.25, 11081500, 9306213.75
862, 1811975, 4017043.75, 12908450, 1778281.25, 11096475, 9318193.75
863, 1811975, 4017043.75, 12923425, 1781276.25, 11111450, 9330173.75
864, 1811975, 4017043.75, 12938400, 1784271.25, 11126425, 9342153.75
865, 1811975, 4017043.75, 12953375, 1787266.25, 11141400, 9354133.75
866, 1811975, 4017043.75, 12968350, 1790261.25, 11156375, 9366113.75
867, 1811975, 4017043.75, 12983325, 1793256.25, 11171350, 9378093.75
868, 1811975, 4017043.75, 12998300, 1796251.25, 11186325, 9390073.75
869, 1811975, 4017043.75, 13013275, 1799246.25, 11201300, 9402053.75
870, 1811975, 4017043.75, 13028250, 1802241.25, 11216275, 9414033.75
871, 1811975, 4017043.75, 13043225, 1805236.25, 11231250, 9426013.75
872, 1811975, 4017043.75, 13058200, 1808231.25, 11246225, 9437993.75
873, 1811975, 4017043.75, 13073175, 1811226.25, 11261200, 9449973.75
874, 1811975, 4017043.75, 13088150, 1814221.25, 11276175, 9461953.75
875, 1811975, 4017043.75, 13103125, 1817216.25, 11291150, 9473933.75
876, 1811975, 4017043.75, 13118100, 1820211.25, 11306125, 9485913.75
877, 1811975, 4017043.75, 13133075, 1823206.25, 11321100, 9497893.75
878, 1811975, 4017043.75, 13148050, 1826201.25, 11336075, 9509873.75
879, 1811975, 4017043.75, 13163025, 1829196.25, 11351050, 9521853.75
880, 1811975, 4017043.75, 13178000, 1832191.25, 11366025, 9533833.75
881, 1811975, 4017043.75, 13192975, 1835186.25, 11381000, 9545813.75
882, 1811975, 4017043.75, 13207950, 1838181.25, 11395975, 9557793.75
883, 1811975, 4017043.75, 13222925, 1841176.25, 11410950, 9569773.75
884, 1811975, 4017043.75, 13237900, 1844171.25, 11425925, 9581753.75
885, 1811975, 4017043.75, 13252875, 1847166.25, 11440900, 9593733.75
886, 1811975, 4017043.75, 13267850, 1850161.25, 11455875, 9605713.75
887, 1811975, 4017043.75, 13282825, 1853156.25, 11470850, 9617693.75
888, 1811975, 4017043.75, 13297800, 1856151.25, 11485825, 9629673.75
889, 1811975, 4017043.75, 13312775, 1859146.25, 11500800, 9641653.75
890, 1811975, 4017043.75, 13327750, 1862141.25, 11515775, 9653633.75
891, 1811975, 4017043.75, 13342725, 1865136.25, 11530750, 9665613.75
892, 1811975, 4017043.75, 13357700, 1868131.25, 11545725, 9677593.75
893, 1811975, 4017043.75, 13372675, 1871126.25, 11560700, 9689573.75
894, 1811975, 4017043.75, 13387650, 1874121.25, 11575675, 9701553.75
895, 1811975, 4017043.75, 13402625, 1877116.25, 11590650, 9713533.75
896, 1811975, 4017043.75, 13417600, 1880111.25, 11605625, 9725513.75
897, 1811975, 4017043.75, 13432575, 1883106.25, 11620600, 9737493.75
898, 1811975, 4017043.75, 13447550, 1886101.25, 11635575, 9749473.75
899, 1811975, 4017043.75, 13462525, 1889096.25, 11650550, 9761453.75
900, 1811975, 4017043.75, 13477500, 1892091.25, 11665525, 9773433.75
901, 1811975, 4017043.75, 13492475, 1895086.25, 11680500, 9785413.75
902, 1811975, 4017043.75, 13507450, 1898081.25, 11695475, 9797393.75
903, 1811975, 4017043.75, 13522425, 1901076.25, 11710450, 9809373.75
904, 1811975, 4017043.75, 13537400, 1904071.25, 11725425, 9821353.75
905, 1811975, 4017043.75, 13552375, 1907066.25, 11740400, 9833333.75
906, 1811975, 4017043.75, 13567350, 1910061.25, 11755375, 9845313.75
907, 1811975, 4017043.75, 13582325, 1913056.25, 11770350, 9857293.75
908, 1811975, 4017043.75, 13597300, 1916051.25, 11785325, 9869273.75
909, 1811975, 4017043.75, 13612275, 1919046.25, 11800300, 9881253.75
910, 1811975, 4017043.75, 13627250, 1922041.25, 11815275, 9893233.75
911, 1811975, 4017043.75, 13642225, 1925036.25, 11830250, 9905213.75
912, 1811975, 4017043.75, 13657200, 1928031.25, 11845225, 9917193.75
913, 1811975, 4017043.75, 13672175, 1931026.25, 11860200, 9929173.75
914, 1811975, 4017043.75, 13687150, 1934021.25, 11875175, 9941153.75
915, 1811975, 4017043.75, 13702125, 1937016.25, 11890150, 9953133.75
916, 1811975, 4017043.75, 13717100, 1940011.25, 11905125, 9965113.75
917, 1811975, 4017043.75, 13732075, 1943006.25, 11920100, 9977093.75
918, 1811975, 4017043.75, 13747050, 1946001.25, 11935075, 9989073.75
919, 1811975, 4017043.75, 13762025, 1948996.25, 11950050, 10001053.75
920, 1811975, 4017043.75, 13777000, 1951991.25, 11965025, 10013033.75
921, 1811975, 4017043.75, 13791975, 1954986.25, 11980000, 10025013.75
922, 1811975, 4017043.75, 13806950, 1957981.25, 11994975, 10036993.75
923, 1811975, 4017043.75, 13821925, 1960976.25, 12009950, 10048973.75
924, 1811975, 4017043.75, 13836900, 1963971.25, 12024925, 10060953.75
925, 1811975, 4017043.75, 13851875, 1966966.25, 12039900, 10072933.75
926, 1811975, 4017043.75, 13866850, 1969961.25, 12054875, 10084913.75
927, 1811975, 4017043.75, 13881825, 1972956.25, 12069850, 10096893.75
928, 1811975, 4017043.75, 13896800, 1975951.25, 12084825, 10108873.75
929, 1811975, 4017043.75, 13911775, 1978946.25, 12099800, 10120853.75
930, 1811975, 4017043.75, 13926750, 1981941.25, 12114775, 10132833.75
931, 1811975, 4017043.75, 13941725, 1984936.25, 12129750, 10144813.75
932, 1811975, 4017043.75, 13956700, 1987931.25, 12144725, 10156793.75
933, 1811975, 4017043.75, 13971675, 1990926.25, 12159700, 10168773.75
934, 1811975, 4017043.75, 13986650, 1993921.25, 12174675, 10180753.75
935, 1811975, 4017043.75, 14001625, 1996916.25, 12189650, 10192733.75
936, 1811975, 4017043.75, 14016600, 1999911.25, 12204625, 10204713.75
937, 1811975, 4017043.75, 14031575, 2002906.25, 12219600, 10216693.75
938, 1811975, 4017043.75, 14046550, 2005901.25, 12234575, 10228673.75
939, 1811975, 4017043.75, 14061525, 2008896.25, 12249550, 10240653.75
940, 1811975, 4017043.75, 14076500, 2011891.25, 12264525, 10252633.75
941, 1811975, 4017043.75, 14091475, 2014886.25, 12279500, 10264613.75
942, 1811975, 4017043.75, 14106450, 2017881.25, 12294475, 10276593.75
943, 1811975, 4017043.75, 14121425, 2020876.25, 12309450, 10288573.75
944, 1811975, 4017043.75, 14136400, 2023871.25, 12324425, 10300553.75
945, 1811975, 4017043.75, 14151375, 2026866.25, 12339400, 10312533.75
946, 1811975, 4017043.75, 14166350, 2029861.25, 12354375, 10324513.75
947, 1811975, 4017043.75, 14181325, 2032856.25, 12369350, 10336493.75
948, 1811975, 4017043.75, 14196300, 2035851.25, 12384325, 10348473.75
949, 1811975, 4017043.75, 14211275, 2038846.25, 12399300, 10360453.75
950, 1811975, 4017043.75, 14226250, 2041841.25, 12414275, 10372433.75
951, 1811975, 4017043.75, 14241225, 2044836.25, 12429250, 10384413.75
952, 1811975, 4017043.75, 14256200, 2047831.25, 12444225, 10396393.75
953, 1811975, 4017043.75, 14271175, 2050826.25, 12459200, 10408373.75
954, 1811975, 4017043.75, 14286150, 2053821.25, 12474175, 10420353.75
955, 1811975, 4017043.75, 14301125, 2056816.25, 12489150, 10432333.75
956, 1811975, 4017043.75, 14316100, 2059811.25, 12504125, 10444313.75
957, 1811975, 4017043.75, 14331075, 2062806.25, 12519100, 10456293.75
958, 1811975, 4017043.75, 14346050, 2065801.25, 12534075, 10468273.75
959, 1811975, 4017043.75, 14361025, 2068796.25, 12549050, 10480253.75
960, 1811975, 4017043.75, 14376000, 2071791.25, 12564025, 10492233.75
961, 1811975, 4017043.75, 14390975, 2074786.25, 12579000, 10504213.75
962, 1811975, 4017043.75, 14405950, 2077781.25, 12593975, 10516193.75
963, 1811975, 4017043.75, 14420925, 2080776.25, 12608950, 10528173.75
964, 1811975, 4017043.75, 14435900, 2083771.25, 12623925, 10540153.75
965, 1811975, 4017043.75, 14450875, 2086766.25, 12638900, 10552133.75
966, 1811975, 4017043.75, 14465850, 2089761.25, 12653875, 10564113.75
967, 1811975, 4017043.75, 14480825, 2092756.25, 12668850, 10576093.75
968, 1811975, 4017043.75, 14495800, 2095751.25, 12683825, 10588073.75
969, 1811975, 4017043.75, 14510775, 2098746.25, 12698800, 10600053.75
970, 1811975, 4017043.75, 14525750, 2101741.25, 12713775, 10612033.75
