CurrPricePershare,ActualInvestedAmount,VirtualInvestedAmount,CurrentPortfolioVAlue,tax,profit_loss,PAT 
971, 1811975, 4017043.75, 14540725, 2104736.25, 12728750, 10624013.75
972, 1811975, 4017043.75, 14555700, 2107731.25, 12743725, 10635993.75
973, 1811975, 4017043.75, 14570675, 2110726.25, 12758700, 10647973.75
974, 1811975, 4017043.75, 14585650, 2113721.25, 12773675, 10659953.75
975, 1811975, 4017043.75, 14600625, 2116716.25, 12788650, 10671933.75
976, 1811975, 4017043.75, 14615600, 2119711.25, 12803625, 10683913.75
977, 1811975, 4017043.75, 14630575, 2122706.25, 12818600, 10695893.75
978, 1811975, 4017043.75, 14645550, 2125701.25, 12833575, 10707873.75
979, 1811975, 4017043.75, 14660525, 2128696.25, 12848550, 10719853.75
980, 1811975, 4017043.75, 14675500, 2131691.25, 12863525, 10731833.75
981, 1811975, 4017043.75, 14690475, 2134686.25, 12878500, 10743813.75
982, 1811975, 4017043.75, 14705450, 2137681.25, 12893475, 10755793.75
983, 1811975, 4017043.75, 14720425, 2140676.25, 12908450, 10767773.75
984, 1811975, 4017043.75, 14735400, 2143671.25, 12923425, 10779753.75
985, 1811975, 4017043.75, 14750375, 2146666.25, 12938400, 10791733.75
986, 1811975, 4017043.75, 14765350, 2149661.25, 12953375, 10803713.75
987, 1811975, 4017043.75, 14780325, 2152656.25, 12968350, 10815693.75
988, 1811975, 4017043.75, 14795300, 2155651.25, 12983325, 10827673.75
989, 1811975, 4017043.75, 14810275, 2158646.25, 12998300, 10839653.75
990, 1811975, 4017043.75, 14825250, 2161641.25, 13013275, 10851633.75
991, 1811975, 4017043.75, 14840225, 2164636.25, 13028250, 10863613.75
992, 1811975, 4017043.75, 14855200, 2167631.25, 13043225, 10875593.75
993, 1811975, 4017043.75, 14870175, 2170626.25, 13058200, 10887573.75
994, 1811975, 4017043.75, 14885150, 2173621.25, 13073175, 10899553.75
995, 1811975, 4017043.75, 14900125, 2176616.25, 13088150, 10911533.75
996, 1811975, 4017043.75, 14915100, 2179611.25, 13103125, 10923513.75
997, 1811975, 4017043.75, 14930075, 2182606.25, 13118100, 10935493.75
998, 1811975, 4017043.75, 14945050, 2185601.25, 13133075, 10947473.75
999, 1811975, 4017043.75, 14960025, 2188596.25, 13148050, 10959453.75
